year,elections,teryt_code,powiat,gmina,surname,names,n_votes,percentage
2011,senat,200303,bielski,Gmina Bielsk Podlaski,Janowski,Mikołaj,247,"10,66"
2011,senat,200304,bielski,Gmina Boćki,Cimoszewicz,Włodzimierz,678,"42,16"
2011,senat,200304,bielski,Gmina Boćki,Dobrzyński,Jan,750,"46,64"
2011,senat,200304,bielski,Gmina Boćki,Janowski,Mikołaj,180,"11,19"
2011,senat,200305,bielski,Gmina Brańsk,Cimoszewicz,Włodzimierz,385,"13,82"
2011,senat,200305,bielski,Gmina Brańsk,Dobrzyński,Jan,2 159,"77,52"
2011,senat,200305,bielski,Gmina Brańsk,Janowski,Mikołaj,241,"8,65"
2011,senat,200306,bielski,Gmina Orla,Cimoszewicz,Włodzimierz,952,"87,58"
2011,senat,200306,bielski,Gmina Orla,Dobrzyński,Jan,25,"2,30"
2011,senat,200306,bielski,Gmina Orla,Janowski,Mikołaj,110,"10,12"
2011,senat,200307,bielski,Gmina Rudka,Cimoszewicz,Włodzimierz,257,"34,87"
2011,senat,200307,bielski,Gmina Rudka,Dobrzyński,Jan,390,"52,92"
2011,senat,200307,bielski,Gmina Rudka,Janowski,Mikołaj,90,"12,21"
2011,senat,200308,bielski,Gmina Wyszki,Cimoszewicz,Włodzimierz,393,"21,58"
2011,senat,200308,bielski,Gmina Wyszki,Dobrzyński,Jan,1 211,"66,50"
2011,senat,200308,bielski,Gmina Wyszki,Janowski,Mikołaj,217,"11,92"
2011,senat,200401,grajewski,Miasto Grajewo,Bagiński,Mieczysław s. Stanisława,1 740,"24,11"
2011,senat,200401,grajewski,Miasto Grajewo,Bagiński,Mieczysław s. Tomasza,198,"2,74"
2011,senat,200401,grajewski,Miasto Grajewo,Chojnowska-Piątkowska,Wioletta Anna,662,"9,17"
2011,senat,200401,grajewski,Miasto Grajewo,Lewoc,Leszek,117,"1,62"
2011,senat,200401,grajewski,Miasto Grajewo,Paszkowski,Bohdan Józef,2 380,"32,98"
2011,senat,200401,grajewski,Miasto Grajewo,Sieńko,Adam,2 119,"29,37"
2011,senat,200402,grajewski,Gmina Grajewo,Bagiński,Mieczysław s. Stanisława,905,"57,03"
2011,senat,200402,grajewski,Gmina Grajewo,Bagiński,Mieczysław s. Tomasza,76,"4,79"
2011,senat,200402,grajewski,Gmina Grajewo,Chojnowska-Piątkowska,Wioletta Anna,69,"4,35"
2011,senat,200402,grajewski,Gmina Grajewo,Lewoc,Leszek,11,"0,69"
2011,senat,200402,grajewski,Gmina Grajewo,Paszkowski,Bohdan Józef,369,"23,25"
2011,senat,200402,grajewski,Gmina Grajewo,Sieńko,Adam,157,"9,89"
2011,senat,200403,grajewski,Gmina Radziłów,Bagiński,Mieczysław s. Stanisława,665,"41,05"
2011,senat,200403,grajewski,Gmina Radziłów,Bagiński,Mieczysław s. Tomasza,93,"5,74"
2011,senat,200403,grajewski,Gmina Radziłów,Chojnowska-Piątkowska,Wioletta Anna,55,"3,40"
2011,senat,200403,grajewski,Gmina Radziłów,Lewoc,Leszek,21,"1,30"
2011,senat,200403,grajewski,Gmina Radziłów,Paszkowski,Bohdan Józef,689,"42,53"
2011,senat,200403,grajewski,Gmina Radziłów,Sieńko,Adam,97,"5,99"
2011,senat,200404,grajewski,Gmina Rajgród,Bagiński,Mieczysław s. Stanisława,666,"44,37"
2011,senat,200404,grajewski,Gmina Rajgród,Bagiński,Mieczysław s. Tomasza,81,"5,40"
2011,senat,200404,grajewski,Gmina Rajgród,Chojnowska-Piątkowska,Wioletta Anna,79,"5,26"
2011,senat,200404,grajewski,Gmina Rajgród,Lewoc,Leszek,26,"1,73"
2011,senat,200404,grajewski,Gmina Rajgród,Paszkowski,Bohdan Józef,305,"20,32"
2011,senat,200404,grajewski,Gmina Rajgród,Sieńko,Adam,344,"22,92"
2011,senat,200405,grajewski,Gmina Szczuczyn,Bagiński,Mieczysław s. Stanisława,898,"45,91"
2011,senat,200405,grajewski,Gmina Szczuczyn,Bagiński,Mieczysław s. Tomasza,118,"6,03"
2011,senat,200405,grajewski,Gmina Szczuczyn,Chojnowska-Piątkowska,Wioletta Anna,119,"6,08"
2011,senat,200405,grajewski,Gmina Szczuczyn,Lewoc,Leszek,20,"1,02"
2011,senat,200405,grajewski,Gmina Szczuczyn,Paszkowski,Bohdan Józef,582,"29,75"
2011,senat,200405,grajewski,Gmina Szczuczyn,Sieńko,Adam,219,"11,20"
2011,senat,200406,grajewski,Gmina Wąsosz,Bagiński,Mieczysław s. Stanisława,632,"57,04"
2011,senat,200406,grajewski,Gmina Wąsosz,Bagiński,Mieczysław s. Tomasza,84,"7,58"
2011,senat,200406,grajewski,Gmina Wąsosz,Chojnowska-Piątkowska,Wioletta Anna,41,"3,70"
2011,senat,200406,grajewski,Gmina Wąsosz,Lewoc,Leszek,10,"0,90"
2011,senat,200406,grajewski,Gmina Wąsosz,Paszkowski,Bohdan Józef,265,"23,92"
2011,senat,200406,grajewski,Gmina Wąsosz,Sieńko,Adam,76,"6,86"
2011,senat,200501,hajnowski,Miasto Hajnówka,Cimoszewicz,Włodzimierz,6 328,"72,05"
2011,senat,200501,hajnowski,Miasto Hajnówka,Dobrzyński,Jan,1 033,"11,76"
2011,senat,200501,hajnowski,Miasto Hajnówka,Janowski,Mikołaj,1 422,"16,19"
2011,senat,200502,hajnowski,Gmina Białowieża,Cimoszewicz,Włodzimierz,690,"72,56"
2011,senat,200502,hajnowski,Gmina Białowieża,Dobrzyński,Jan,113,"11,88"
2011,senat,200502,hajnowski,Gmina Białowieża,Janowski,Mikołaj,148,"15,56"
2011,senat,200503,hajnowski,Gmina Czeremcha,Cimoszewicz,Włodzimierz,895,"70,47"
2011,senat,200503,hajnowski,Gmina Czeremcha,Dobrzyński,Jan,106,"8,35"
2011,senat,200503,hajnowski,Gmina Czeremcha,Janowski,Mikołaj,269,"21,18"
2011,senat,200504,hajnowski,Gmina Czyże,Cimoszewicz,Włodzimierz,466,"58,10"
2011,senat,200504,hajnowski,Gmina Czyże,Dobrzyński,Jan,20,"2,49"
2011,senat,200504,hajnowski,Gmina Czyże,Janowski,Mikołaj,316,"39,40"
2011,senat,200505,hajnowski,Gmina Dubicze Cerkiewne,Cimoszewicz,Włodzimierz,409,"64,61"
2011,senat,200505,hajnowski,Gmina Dubicze Cerkiewne,Dobrzyński,Jan,19,"3,00"
2011,senat,200505,hajnowski,Gmina Dubicze Cerkiewne,Janowski,Mikołaj,205,"32,39"
2011,senat,200506,hajnowski,Gmina Hajnówka,Cimoszewicz,Włodzimierz,858,"58,73"
2011,senat,200506,hajnowski,Gmina Hajnówka,Dobrzyński,Jan,40,"2,74"
2011,senat,200506,hajnowski,Gmina Hajnówka,Janowski,Mikołaj,563,"38,54"
2011,senat,200507,hajnowski,Gmina Kleszczele,Cimoszewicz,Włodzimierz,722,"69,36"
2011,senat,200507,hajnowski,Gmina Kleszczele,Dobrzyński,Jan,115,"11,05"
2011,senat,200507,hajnowski,Gmina Kleszczele,Janowski,Mikołaj,204,"19,60"
2011,senat,200508,hajnowski,Gmina Narew,Cimoszewicz,Włodzimierz,885,"71,31"
2011,senat,200508,hajnowski,Gmina Narew,Dobrzyński,Jan,149,"12,01"
2011,senat,200508,hajnowski,Gmina Narew,Janowski,Mikołaj,207,"16,68"
2011,senat,200509,hajnowski,Gmina Narewka,Cimoszewicz,Włodzimierz,913,"66,45"
2011,senat,200509,hajnowski,Gmina Narewka,Dobrzyński,Jan,82,"5,97"
2011,senat,200509,hajnowski,Gmina Narewka,Janowski,Mikołaj,379,"27,58"
2011,senat,200601,kolneński,Miasto Kolno,Bagiński,Mieczysław s. Stanisława,728,"21,53"
2011,senat,200601,kolneński,Miasto Kolno,Bagiński,Mieczysław s. Tomasza,85,"2,51"
2011,senat,200601,kolneński,Miasto Kolno,Chojnowska-Piątkowska,Wioletta Anna,336,"9,94"
2011,senat,200601,kolneński,Miasto Kolno,Lewoc,Leszek,43,"1,27"
2011,senat,200601,kolneński,Miasto Kolno,Paszkowski,Bohdan Józef,1 343,"39,72"
2011,senat,200601,kolneński,Miasto Kolno,Sieńko,Adam,846,"25,02"
2011,senat,200602,kolneński,Gmina Grabowo,Bagiński,Mieczysław s. Stanisława,682,"57,89"
2011,senat,200602,kolneński,Gmina Grabowo,Bagiński,Mieczysław s. Tomasza,66,"5,60"
2011,senat,200602,kolneński,Gmina Grabowo,Chojnowska-Piątkowska,Wioletta Anna,46,"3,90"
2011,senat,200602,kolneński,Gmina Grabowo,Lewoc,Leszek,8,"0,68"
2011,senat,200602,kolneński,Gmina Grabowo,Paszkowski,Bohdan Józef,327,"27,76"
2011,senat,200602,kolneński,Gmina Grabowo,Sieńko,Adam,49,"4,16"
2011,senat,200603,kolneński,Gmina Kolno,Bagiński,Mieczysław s. Stanisława,1 349,"52,08"
2011,senat,200603,kolneński,Gmina Kolno,Bagiński,Mieczysław s. Tomasza,144,"5,56"
2011,senat,200603,kolneński,Gmina Kolno,Chojnowska-Piątkowska,Wioletta Anna,98,"3,78"
2011,senat,200603,kolneński,Gmina Kolno,Lewoc,Leszek,102,"3,94"
2011,senat,200603,kolneński,Gmina Kolno,Paszkowski,Bohdan Józef,710,"27,41"
2011,senat,200603,kolneński,Gmina Kolno,Sieńko,Adam,187,"7,22"
2011,senat,200604,kolneński,Gmina Mały Płock,Bagiński,Mieczysław s. Stanisława,633,"45,21"
2011,senat,200604,kolneński,Gmina Mały Płock,Bagiński,Mieczysław s. Tomasza,68,"4,86"
2011,senat,200604,kolneński,Gmina Mały Płock,Chojnowska-Piątkowska,Wioletta Anna,67,"4,79"
2011,senat,200604,kolneński,Gmina Mały Płock,Lewoc,Leszek,14,"1,00"
2011,senat,200604,kolneński,Gmina Mały Płock,Paszkowski,Bohdan Józef,496,"35,43"
2011,senat,200604,kolneński,Gmina Mały Płock,Sieńko,Adam,122,"8,71"
2011,senat,200605,kolneński,Gmina Stawiski,Bagiński,Mieczysław s. Stanisława,792,"44,02"
2011,senat,200605,kolneński,Gmina Stawiski,Bagiński,Mieczysław s. Tomasza,89,"4,95"
2011,senat,200605,kolneński,Gmina Stawiski,Chojnowska-Piątkowska,Wioletta Anna,94,"5,23"
2011,senat,200605,kolneński,Gmina Stawiski,Lewoc,Leszek,53,"2,95"
2011,senat,200605,kolneński,Gmina Stawiski,Paszkowski,Bohdan Józef,603,"33,52"
2011,senat,200605,kolneński,Gmina Stawiski,Sieńko,Adam,168,"9,34"
2011,senat,200606,kolneński,Gmina Turośl,Bagiński,Mieczysław s. Stanisława,707,"47,87"
2011,senat,200606,kolneński,Gmina Turośl,Bagiński,Mieczysław s. Tomasza,93,"6,30"
2011,senat,200606,kolneński,Gmina Turośl,Chojnowska-Piątkowska,Wioletta Anna,91,"6,16"
2011,senat,200606,kolneński,Gmina Turośl,Lewoc,Leszek,31,"2,10"
2011,senat,200606,kolneński,Gmina Turośl,Paszkowski,Bohdan Józef,426,"28,84"
2011,senat,200606,kolneński,Gmina Turośl,Sieńko,Adam,129,"8,73"
2011,senat,200701,łomżyński,Gmina Jedwabne,Bagiński,Mieczysław s. Stanisława,552,"30,68"
2011,senat,200701,łomżyński,Gmina Jedwabne,Bagiński,Mieczysław s. Tomasza,75,"4,17"
2011,senat,200701,łomżyński,Gmina Jedwabne,Chojnowska-Piątkowska,Wioletta Anna,82,"4,56"
2011,senat,200701,łomżyński,Gmina Jedwabne,Lewoc,Leszek,19,"1,06"
2011,senat,200701,łomżyński,Gmina Jedwabne,Paszkowski,Bohdan Józef,936,"52,03"
2011,senat,200701,łomżyński,Gmina Jedwabne,Sieńko,Adam,135,"7,50"
2011,senat,200702,łomżyński,Gmina Łomża,Bagiński,Mieczysław s. Stanisława,978,"27,45"
2011,senat,200702,łomżyński,Gmina Łomża,Bagiński,Mieczysław s. Tomasza,124,"3,48"
2011,senat,200702,łomżyński,Gmina Łomża,Chojnowska-Piątkowska,Wioletta Anna,255,"7,16"
2011,senat,200702,łomżyński,Gmina Łomża,Lewoc,Leszek,36,"1,01"
2011,senat,200702,łomżyński,Gmina Łomża,Paszkowski,Bohdan Józef,1 533,"43,03"
2011,senat,200702,łomżyński,Gmina Łomża,Sieńko,Adam,637,"17,88"
2011,senat,200703,łomżyński,Gmina Miastkowo,Bagiński,Mieczysław s. Stanisława,253,"21,98"
2011,senat,200703,łomżyński,Gmina Miastkowo,Bagiński,Mieczysław s. Tomasza,50,"4,34"
2011,senat,200703,łomżyński,Gmina Miastkowo,Chojnowska-Piątkowska,Wioletta Anna,84,"7,30"
2011,senat,200703,łomżyński,Gmina Miastkowo,Lewoc,Leszek,17,"1,48"
2011,senat,200703,łomżyński,Gmina Miastkowo,Paszkowski,Bohdan Józef,626,"54,39"
2011,senat,200703,łomżyński,Gmina Miastkowo,Sieńko,Adam,121,"10,51"
2011,senat,200704,łomżyński,Gmina Nowogród,Bagiński,Mieczysław s. Stanisława,355,"27,20"
2011,senat,200704,łomżyński,Gmina Nowogród,Bagiński,Mieczysław s. Tomasza,70,"5,36"
2011,senat,200704,łomżyński,Gmina Nowogród,Chojnowska-Piątkowska,Wioletta Anna,107,"8,20"
2011,senat,200704,łomżyński,Gmina Nowogród,Lewoc,Leszek,16,"1,23"
2011,senat,200704,łomżyński,Gmina Nowogród,Paszkowski,Bohdan Józef,567,"43,45"
2011,senat,200704,łomżyński,Gmina Nowogród,Sieńko,Adam,190,"14,56"
2011,senat,200705,łomżyński,Gmina Piątnica,Bagiński,Mieczysław s. Stanisława,881,"30,64"
2011,senat,200705,łomżyński,Gmina Piątnica,Bagiński,Mieczysław s. Tomasza,108,"3,76"
2011,senat,200705,łomżyński,Gmina Piątnica,Chojnowska-Piątkowska,Wioletta Anna,207,"7,20"
2011,senat,200705,łomżyński,Gmina Piątnica,Lewoc,Leszek,37,"1,29"
2011,senat,200705,łomżyński,Gmina Piątnica,Paszkowski,Bohdan Józef,1 238,"43,06"
2011,senat,200705,łomżyński,Gmina Piątnica,Sieńko,Adam,404,"14,05"
2011,senat,200706,łomżyński,Gmina Przytuły,Bagiński,Mieczysław s. Stanisława,261,"39,19"
2011,senat,200706,łomżyński,Gmina Przytuły,Bagiński,Mieczysław s. Tomasza,41,"6,16"
2011,senat,200706,łomżyński,Gmina Przytuły,Chojnowska-Piątkowska,Wioletta Anna,20,"3,00"
2011,senat,200706,łomżyński,Gmina Przytuły,Lewoc,Leszek,8,"1,20"
2011,senat,200706,łomżyński,Gmina Przytuły,Paszkowski,Bohdan Józef,301,"45,20"
2011,senat,200706,łomżyński,Gmina Przytuły,Sieńko,Adam,35,"5,26"
2011,senat,200707,łomżyński,Gmina Śniadowo,Bagiński,Mieczysław s. Stanisława,649,"33,06"
2011,senat,200707,łomżyński,Gmina Śniadowo,Bagiński,Mieczysław s. Tomasza,69,"3,52"
2011,senat,200707,łomżyński,Gmina Śniadowo,Chojnowska-Piątkowska,Wioletta Anna,136,"6,93"
2011,senat,200707,łomżyński,Gmina Śniadowo,Lewoc,Leszek,33,"1,68"
2011,senat,200707,łomżyński,Gmina Śniadowo,Paszkowski,Bohdan Józef,910,"46,36"
2011,senat,200707,łomżyński,Gmina Śniadowo,Sieńko,Adam,166,"8,46"
2011,senat,200708,łomżyński,Gmina Wizna,Bagiński,Mieczysław s. Stanisława,510,"37,47"
2011,senat,200708,łomżyński,Gmina Wizna,Bagiński,Mieczysław s. Tomasza,81,"5,95"
2011,senat,200708,łomżyński,Gmina Wizna,Chojnowska-Piątkowska,Wioletta Anna,62,"4,56"
2011,senat,200708,łomżyński,Gmina Wizna,Lewoc,Leszek,9,"0,66"
2011,senat,200708,łomżyński,Gmina Wizna,Paszkowski,Bohdan Józef,588,"43,20"
2011,senat,200708,łomżyński,Gmina Wizna,Sieńko,Adam,111,"8,16"
2011,senat,200709,łomżyński,Gmina Zbójna,Bagiński,Mieczysław s. Stanisława,521,"41,32"
2011,senat,200709,łomżyński,Gmina Zbójna,Bagiński,Mieczysław s. Tomasza,56,"4,44"
2011,senat,200709,łomżyński,Gmina Zbójna,Chojnowska-Piątkowska,Wioletta Anna,91,"7,22"
2011,senat,200709,łomżyński,Gmina Zbójna,Lewoc,Leszek,17,"1,35"
2011,senat,200709,łomżyński,Gmina Zbójna,Paszkowski,Bohdan Józef,433,"34,34"
2011,senat,200709,łomżyński,Gmina Zbójna,Sieńko,Adam,143,"11,34"
2011,senat,200801,moniecki,Gmina Goniądz,Bagiński,Mieczysław s. Stanisława,486,"31,42"
2011,senat,200801,moniecki,Gmina Goniądz,Bagiński,Mieczysław s. Tomasza,59,"3,81"
2011,senat,200801,moniecki,Gmina Goniądz,Chojnowska-Piątkowska,Wioletta Anna,120,"7,76"
2011,senat,200801,moniecki,Gmina Goniądz,Lewoc,Leszek,26,"1,68"
2011,senat,200801,moniecki,Gmina Goniądz,Paszkowski,Bohdan Józef,465,"30,06"
2011,senat,200801,moniecki,Gmina Goniądz,Sieńko,Adam,391,"25,27"
2011,senat,200802,moniecki,Gmina Jasionówka,Bagiński,Mieczysław s. Stanisława,250,"28,06"
2011,senat,200802,moniecki,Gmina Jasionówka,Bagiński,Mieczysław s. Tomasza,35,"3,93"
2011,senat,200802,moniecki,Gmina Jasionówka,Chojnowska-Piątkowska,Wioletta Anna,54,"6,06"
2011,senat,200802,moniecki,Gmina Jasionówka,Lewoc,Leszek,29,"3,25"
2011,senat,200802,moniecki,Gmina Jasionówka,Paszkowski,Bohdan Józef,393,"44,11"
2011,senat,200802,moniecki,Gmina Jasionówka,Sieńko,Adam,130,"14,59"
2011,senat,200803,moniecki,Gmina Jaświły,Bagiński,Mieczysław s. Stanisława,428,"29,38"
2011,senat,200803,moniecki,Gmina Jaświły,Bagiński,Mieczysław s. Tomasza,79,"5,42"
2011,senat,200803,moniecki,Gmina Jaświły,Chojnowska-Piątkowska,Wioletta Anna,90,"6,18"
2011,senat,200803,moniecki,Gmina Jaświły,Lewoc,Leszek,53,"3,64"
2011,senat,200803,moniecki,Gmina Jaświły,Paszkowski,Bohdan Józef,600,"41,18"
2011,senat,200803,moniecki,Gmina Jaświły,Sieńko,Adam,207,"14,21"
2011,senat,200804,moniecki,Gmina Knyszyn,Bagiński,Mieczysław s. Stanisława,301,"20,31"
2011,senat,200804,moniecki,Gmina Knyszyn,Bagiński,Mieczysław s. Tomasza,58,"3,91"
2011,senat,200804,moniecki,Gmina Knyszyn,Chojnowska-Piątkowska,Wioletta Anna,131,"8,84"
2011,senat,200804,moniecki,Gmina Knyszyn,Lewoc,Leszek,46,"3,10"
2011,senat,200804,moniecki,Gmina Knyszyn,Paszkowski,Bohdan Józef,606,"40,89"
2011,senat,200804,moniecki,Gmina Knyszyn,Sieńko,Adam,340,"22,94"
2011,senat,200805,moniecki,Gmina Krypno,Bagiński,Mieczysław s. Stanisława,329,"29,22"
2011,senat,200805,moniecki,Gmina Krypno,Bagiński,Mieczysław s. Tomasza,39,"3,46"
2011,senat,200805,moniecki,Gmina Krypno,Chojnowska-Piątkowska,Wioletta Anna,91,"8,08"
2011,senat,200805,moniecki,Gmina Krypno,Lewoc,Leszek,21,"1,87"
2011,senat,200805,moniecki,Gmina Krypno,Paszkowski,Bohdan Józef,437,"38,81"
2011,senat,200805,moniecki,Gmina Krypno,Sieńko,Adam,209,"18,56"
2011,senat,200806,moniecki,Gmina Mońki,Bagiński,Mieczysław s. Stanisława,745,"16,04"
2011,senat,200806,moniecki,Gmina Mońki,Bagiński,Mieczysław s. Tomasza,106,"2,28"
2011,senat,200806,moniecki,Gmina Mońki,Chojnowska-Piątkowska,Wioletta Anna,413,"8,89"
2011,senat,200806,moniecki,Gmina Mońki,Lewoc,Leszek,141,"3,04"
2011,senat,200806,moniecki,Gmina Mońki,Paszkowski,Bohdan Józef,1 548,"33,33"
2011,senat,200806,moniecki,Gmina Mońki,Sieńko,Adam,1 692,"36,43"
2011,senat,200807,moniecki,Gmina Trzcianne,Bagiński,Mieczysław s. Stanisława,510,"43,74"
2011,senat,200807,moniecki,Gmina Trzcianne,Bagiński,Mieczysław s. Tomasza,71,"6,09"
2011,senat,200807,moniecki,Gmina Trzcianne,Chojnowska-Piątkowska,Wioletta Anna,53,"4,55"
2011,senat,200807,moniecki,Gmina Trzcianne,Lewoc,Leszek,21,"1,80"
2011,senat,200807,moniecki,Gmina Trzcianne,Paszkowski,Bohdan Józef,358,"30,70"
2011,senat,200807,moniecki,Gmina Trzcianne,Sieńko,Adam,153,"13,12"
2011,senat,200901,sejneński,Miasto Sejny,Bagiński,Mieczysław s. Stanisława,211,"11,19"
2011,senat,200901,sejneński,Miasto Sejny,Bagiński,Mieczysław s. Tomasza,49,"2,60"
2011,senat,200901,sejneński,Miasto Sejny,Chojnowska-Piątkowska,Wioletta Anna,268,"14,22"
2011,senat,200901,sejneński,Miasto Sejny,Lewoc,Leszek,97,"5,15"
2011,senat,200901,sejneński,Miasto Sejny,Paszkowski,Bohdan Józef,475,"25,20"
2011,senat,200901,sejneński,Miasto Sejny,Sieńko,Adam,785,"41,64"
2011,senat,200902,sejneński,Gmina Giby,Bagiński,Mieczysław s. Stanisława,224,"25,69"
2011,senat,200902,sejneński,Gmina Giby,Bagiński,Mieczysław s. Tomasza,33,"3,78"
2011,senat,200902,sejneński,Gmina Giby,Chojnowska-Piątkowska,Wioletta Anna,86,"9,86"
2011,senat,200902,sejneński,Gmina Giby,Lewoc,Leszek,48,"5,50"
2011,senat,200902,sejneński,Gmina Giby,Paszkowski,Bohdan Józef,225,"25,80"
2011,senat,200902,sejneński,Gmina Giby,Sieńko,Adam,256,"29,36"
2011,senat,200903,sejneński,Gmina Krasnopol,Bagiński,Mieczysław s. Stanisława,226,"21,08"
2011,senat,200903,sejneński,Gmina Krasnopol,Bagiński,Mieczysław s. Tomasza,52,"4,85"
2011,senat,200903,sejneński,Gmina Krasnopol,Chojnowska-Piątkowska,Wioletta Anna,92,"8,58"
2011,senat,200903,sejneński,Gmina Krasnopol,Lewoc,Leszek,60,"5,60"
2011,senat,200903,sejneński,Gmina Krasnopol,Paszkowski,Bohdan Józef,304,"28,36"
2011,senat,200903,sejneński,Gmina Krasnopol,Sieńko,Adam,338,"31,53"
2011,senat,200904,sejneński,Gmina Puńsk,Bagiński,Mieczysław s. Stanisława,289,"25,07"
2011,senat,200904,sejneński,Gmina Puńsk,Bagiński,Mieczysław s. Tomasza,44,"3,82"
2011,senat,200904,sejneński,Gmina Puńsk,Chojnowska-Piątkowska,Wioletta Anna,146,"12,66"
2011,senat,200904,sejneński,Gmina Puńsk,Lewoc,Leszek,28,"2,43"
2011,senat,200904,sejneński,Gmina Puńsk,Paszkowski,Bohdan Józef,106,"9,19"
2011,senat,200904,sejneński,Gmina Puńsk,Sieńko,Adam,540,"46,83"
2011,senat,200905,sejneński,Gmina Sejny,Bagiński,Mieczysław s. Stanisława,434,"36,81"
2011,senat,200905,sejneński,Gmina Sejny,Bagiński,Mieczysław s. Tomasza,90,"7,63"
2011,senat,200905,sejneński,Gmina Sejny,Chojnowska-Piątkowska,Wioletta Anna,106,"8,99"
2011,senat,200905,sejneński,Gmina Sejny,Lewoc,Leszek,51,"4,33"
2011,senat,200905,sejneński,Gmina Sejny,Paszkowski,Bohdan Józef,215,"18,24"
2011,senat,200905,sejneński,Gmina Sejny,Sieńko,Adam,283,"24,00"
2011,senat,201001,siemiatycki,Miasto Siemiatycze,Cimoszewicz,Włodzimierz,3 225,"58,85"
2011,senat,201001,siemiatycki,Miasto Siemiatycze,Dobrzyński,Jan,1 751,"31,95"
2011,senat,201001,siemiatycki,Miasto Siemiatycze,Janowski,Mikołaj,504,"9,20"
2011,senat,201002,siemiatycki,Gmina Drohiczyn,Cimoszewicz,Włodzimierz,686,"31,95"
2011,senat,201002,siemiatycki,Gmina Drohiczyn,Dobrzyński,Jan,1 069,"49,79"
2011,senat,201002,siemiatycki,Gmina Drohiczyn,Janowski,Mikołaj,392,"18,26"
2011,senat,201003,siemiatycki,Gmina Dziadkowice,Cimoszewicz,Włodzimierz,350,"36,16"
2011,senat,201003,siemiatycki,Gmina Dziadkowice,Dobrzyński,Jan,447,"46,18"
2011,senat,201003,siemiatycki,Gmina Dziadkowice,Janowski,Mikołaj,171,"17,67"
2011,senat,201004,siemiatycki,Gmina Grodzisk,Cimoszewicz,Włodzimierz,523,"33,74"
2011,senat,201004,siemiatycki,Gmina Grodzisk,Dobrzyński,Jan,766,"49,42"
2011,senat,201004,siemiatycki,Gmina Grodzisk,Janowski,Mikołaj,261,"16,84"
2011,senat,201005,siemiatycki,Gmina Mielnik,Cimoszewicz,Włodzimierz,718,"67,29"
2011,senat,201005,siemiatycki,Gmina Mielnik,Dobrzyński,Jan,248,"23,24"
2011,senat,201005,siemiatycki,Gmina Mielnik,Janowski,Mikołaj,101,"9,47"
2011,senat,201006,siemiatycki,Gmina Milejczyce,Cimoszewicz,Włodzimierz,586,"73,07"
2011,senat,201006,siemiatycki,Gmina Milejczyce,Dobrzyński,Jan,107,"13,34"
2011,senat,201006,siemiatycki,Gmina Milejczyce,Janowski,Mikołaj,109,"13,59"
2011,senat,201007,siemiatycki,Gmina Nurzec-Stacja,Cimoszewicz,Włodzimierz,947,"77,31"
2011,senat,201007,siemiatycki,Gmina Nurzec-Stacja,Dobrzyński,Jan,186,"15,18"
2011,senat,201007,siemiatycki,Gmina Nurzec-Stacja,Janowski,Mikołaj,92,"7,51"
2011,senat,201008,siemiatycki,Gmina Perlejewo,Cimoszewicz,Włodzimierz,224,"22,65"
2011,senat,201008,siemiatycki,Gmina Perlejewo,Dobrzyński,Jan,515,"52,07"
2011,senat,201008,siemiatycki,Gmina Perlejewo,Janowski,Mikołaj,250,"25,28"
2011,senat,201009,siemiatycki,Gmina Siemiatycze,Cimoszewicz,Włodzimierz,999,"55,16"
2011,senat,201009,siemiatycki,Gmina Siemiatycze,Dobrzyński,Jan,612,"33,79"
2011,senat,201009,siemiatycki,Gmina Siemiatycze,Janowski,Mikołaj,200,"11,04"
2011,senat,201101,sokólski,Gmina Dąbrowa Białostocka,Arłukowicz,Tadeusz,1 062,"25,32"
2011,senat,201101,sokólski,Gmina Dąbrowa Białostocka,Grabowski,Andrzej Jerzy,132,"3,15"
2011,senat,201101,sokólski,Gmina Dąbrowa Białostocka,Mironowicz,Mikołaj,400,"9,54"
2011,senat,201101,sokólski,Gmina Dąbrowa Białostocka,Zagórski,Marek Tadeusz,1 765,"42,08"
2011,senat,201101,sokólski,Gmina Dąbrowa Białostocka,Żyliński,Wiesław,835,"19,91"
2011,senat,201102,sokólski,Gmina Janów,Arłukowicz,Tadeusz,306,"24,94"
2011,senat,201102,sokólski,Gmina Janów,Grabowski,Andrzej Jerzy,33,"2,69"
2011,senat,201102,sokólski,Gmina Janów,Mironowicz,Mikołaj,66,"5,38"
2011,senat,201102,sokólski,Gmina Janów,Zagórski,Marek Tadeusz,418,"34,07"
2011,senat,201102,sokólski,Gmina Janów,Żyliński,Wiesław,404,"32,93"
2011,senat,201103,sokólski,Gmina Korycin,Arłukowicz,Tadeusz,236,"22,91"
2011,senat,201103,sokólski,Gmina Korycin,Grabowski,Andrzej Jerzy,12,"1,17"
2011,senat,201103,sokólski,Gmina Korycin,Mironowicz,Mikołaj,36,"3,50"
2011,senat,201103,sokólski,Gmina Korycin,Zagórski,Marek Tadeusz,471,"45,73"
2011,senat,201103,sokólski,Gmina Korycin,Żyliński,Wiesław,275,"26,70"
2011,senat,201104,sokólski,Gmina Krynki,Arłukowicz,Tadeusz,371,"30,92"
2011,senat,201104,sokólski,Gmina Krynki,Grabowski,Andrzej Jerzy,35,"2,92"
2011,senat,201104,sokólski,Gmina Krynki,Mironowicz,Mikołaj,215,"17,92"
2011,senat,201104,sokólski,Gmina Krynki,Zagórski,Marek Tadeusz,451,"37,58"
